conversation_id,turn_id,normal_conversation_history_zh,normal_conversation_history_en,personalized_conversation_history_zh,personalized_conversation_history_en
0:1:6552832408621367298:6935695071677367298,12,"[客户]: 请问你们这里的眉毛雕刻纹身价格如何？  
[商家]: DIVA的眉毛纹绣价格根据技术不同在599,000越南盾到12,000,000越南盾之间。目前我们正推出最低599k的优惠活动。  

您可以留下电话号码让专员根据需求和当前优惠推荐合适价位的服务吗？  
[客户]: 平阳地区呢  
[商家]: DIVA在平阳的地址是：平阳省新渊市福永胜坊DT741路590号。  

您可以留下电话号码让专员具体说明优惠并预约时间吗？  
[客户]: 我没纹过任何部位  
[商家]: 好的，初次体验非常理想，您无需花费修复时间且可以自由选择适合的技术。专家会根据您的面部黄金比例设计眉型。  

可以留下电话号码让专员联系咨询并预约时间吗？  
[客户]: 我工作忙不方便接电话  
[商家]: 好的明白了！我们可以通过短信联系避免打扰您工作。您愿意留下电话号码让专员通过Zalo/WhatsApp发送详细信息吗？","[Customer]: How much does your eyebrow embroidery service cost?  
[Business]: The price for eyebrow embroidery at DIVA ranges from 599,000 VND to 12,000,000 VND depending on the technology. We currently have a promotion starting from 599k for this service.  

Could you please leave your phone number so our specialist can provide detailed advice on pricing tailored to your needs and current promotions?  
[Customer]: Binh Duong, please.  
[Business]: DIVA’s address in Binh Duong is: 590 DT741 Street, Phuoc Vinh Thanh Ward, Tan Uyen Town, Binh Duong Province.  

Could you leave your phone number so our specialist can advise you on promotions and schedule an appointment?  
[Customer]: I’ve never had eyebrow tattooing before.  
[Business]: Understood! If this is your first time, that’s great—you won’t need correction sessions and can choose any suitable technology. Our experts will examine and design your eyebrows according to the golden ratio of your face.  

Could you leave your phone number so our specialist can contact you for detailed advice and book an appointment?  
[Customer]: I’m busy with work and can’t answer calls.  
[Business]: Absolutely, we can message you to avoid interrupting your work. Could you share your phone number so our specialist can send detailed information via Zalo/WhatsApp?","[顾客]: 请问你们家的纹眉雕塑服务价格如何？  
[商家]: DIVA美容院衷心问候您！💐  

纹眉雕塑服务价格从599,000越南盾到12,000,000越南盾不等，具体取决于技术类型。现在为提前预约的客户提供超值优惠，仅需599,000越南盾起。  

您可以留下电话号码，让专业团队联系您详细咨询并锁定优惠哦！💌  
[顾客]: 在平阳有分店吗  
[商家]: DIVA美容院在平阳的分店地址为：平阳省新安市新福庆坊卡豪村37号。  

您是否需要进一步咨询纹眉雕塑服务呢？💐  
[顾客]: 从来没纹过眉  
[商家]: DIVA美容院衷心问候您！💐  

首次纹眉的客户可以更自由选择合适技术。专家会根据您的面部黄金比例设计眉形，确保您完全满意后才进行操作。  

您可提供电话号码以便专业团队：  
1. 分析当前皮肤状态与眉形  
2. 推荐最适合的技术（微雕、雾眉、粉黛眉）  
3. 为首次客户保留599,000越南盾特别优惠 💌  

期待早日陪伴您开启美丽旅程！  
[顾客]: 小妹工作忙可能接不到电话  
[商家]: 我们将通过Zalo发送文字咨询方案！请提供您的电话号码，专家将通过消息发送定制咨询方案哦！","[Customer]: How much does your eyebrow embroidery service cost?  
[Business]: DIVA Beauty Institute warmly greets you! 💐  

The eyebrow embroidery service ranges from 599,000 VND to 12,000,000 VND depending on the technology. We currently offer a huge promotion starting at 599k for early registrations.  

Could you please leave your phone number so our specialists can contact you for detailed consultation and reserve the promotion? 💌  
[Customer]: In Binh Duong province  
[Business]: DIVA Beauty Institute has a branch in Binh Duong: No. 37, Khanh Hoa Hamlet, Tan Phuoc Khanh Ward, Tan Uyen City, Binh Duong Province.  

Are you interested in further consultation about the eyebrow embroidery service? 💐  
[Customer]: I’ve never had eyebrow embroidery before.  
[Business]: DIVA Beauty Institute warmly greets you! 💐  

For first-time clients, it’s ideal to choose a suitable technique. Our experts will design eyebrow shapes based on your facial golden ratio and only proceed once you’re fully satisfied.  

Could you share your phone number so our specialists can contact you to:  
1. Analyze your skin condition and current eyebrow shape  
2. Recommend the most suitable technique (Microblading, Ombre, Powder)  
3. Reserve the special 599k promotion for new clients 💌  

We look forward to accompanying you on your beauty journey!  
[Customer]: I’m busy working and can’t answer calls.  
[Business]: We’ll message you via Zalo for convenience! Please share your phone number so our experts can send a consultation plan via message. 💌"
0:1:6552832408621367298:6935695071677367298,14,"[Customer]: 你们这边的纹眉雕塑价格是多少呢？  
[Business]: DIVA的纹眉价格根据技术不同从599,000越南盾到12,000,000越南盾不等。目前我们针对此项服务提供最低599,000越南盾的优惠。  

您可以留下电话号码，让专员根据您的需求和当前优惠活动提供具体报价吗？  
[Customer]: 平阳地区呢  
[Business]: DIVA在平阳的地址是：平阳省新渊市福永盛坊DT741路590号。  

您可以留下电话号码，方便专员为您详细说明优惠并预约时间吗？  
[Customer]: 我还没纹过  
[Business]: 好的，如果是首次纹眉会更方便，您无需花费修复时间且可以自由选择适合的技术。专家会根据您的面部黄金比例设计眉形。  

可以留下电话号码让专员联系您并安排预约吗？  
[Customer]: 我工作忙不方便接电话  
[Business]: 完全理解！我们可以通过短信联系避免打扰您工作。您是否愿意留下电话号码，让专员通过Zalo/WhatsApp发送详细信息？  
[Customer]: 可以通过Zalo联系吗  
[Business]: 当然可以！DIVA专员将通过Zalo为您提供咨询。请提供您的电话号码，方便专员通过Zalo与您对接哦？","[Customer]: How much does your eyebrow embroidery service cost?  
[Business]: The price for eyebrow embroidery at DIVA ranges from 599,000 VND to 12,000,000 VND depending on the technology. We currently have a promotion starting at 599k for this service.  

Could you please leave your phone number so our specialist can provide detailed pricing tailored to your needs and current promotions?  
[Customer]: In Binh Duong, please.  
[Business]: DIVA’s address in Binh Duong is: 590 DT741 Road, Phuoc Vinh Thanh Ward, Tan Uyen Town, Binh Duong Province.  

Could you provide your phone number so our specialist can advise on promotions and schedule an appointment?  
[Customer]: I’ve never had embroidery done before.  
[Business]: Great! If you’ve never had it done, you won’t need correction treatments and can choose any suitable technology. Our experts will design your eyebrows based on your facial proportions.  

Could you share your phone number so our specialist can contact you for details and schedule an appointment?  
[Customer]: I’m busy working and can’t answer calls.  
[Business]: Understood! We can message you instead to avoid interrupting your work. Could you leave your phone number so our specialist sends details via Zalo/WhatsApp?  
[Customer]: Can I message via Zalo?  
[Business]: Yes, certainly! A DIVA specialist will contact you via Zalo. Could you share your phone number so they can connect with you there?","[Customer]: 请问你们家做眉雕的价格是多少呢？
[Business]: DIVA美容院衷心问候您！💐

我们的眉雕服务价格根据技术不同从599,000越南盾到12,000,000越南盾不等。现在为提前预约的客户提供超值优惠，最低仅需599k越南盾。

您可以留下电话号码，让专业团队联系您详细咨询并锁定优惠哦！💌
[Customer]: 平阳省有分店吗
[Business]: DIVA美容院在平阳省设有分店：平阳省新渊市新福庆乡卡南和村37号。

请问您需要进一步咨询眉雕服务的相关信息吗？💐
[Customer]: 从来没做过纹眉
[Business]: DIVA美容院衷心问候您！💐

对于首次尝试纹眉的客户，选择合适的技术会非常顺利。专家将根据您的面部黄金比例设计眉形，完全满意后才会进行操作。

您可以提供电话号码让专业团队联系：
1. 分析当前皮肤状况和眉型
2. 推荐最适合的技术（微刀雕眉、雾眉、粉黛眉）
3. 为首次客户保留599k越南盾特别优惠 💌

期待早日陪伴您开启美丽之旅！
[Customer]: 小妹工作忙不方便接电话呢
[Business]: 我们将通过Zalo文字咨询更方便您！请提供电话号码让专家发送文字版咨询方案。
[Customer]: 可以直接用Zalo联系吗
[Business]: 当然可以！请您提供Zalo号码，让专业团队通过文字消息发送详细咨询资料💌。或者您也可以留下电话号码，我们会通过最便利的多渠道为您服务！","[Customer]: How much is your eyebrow embroidery service?  
[Business]: DIVA Beauty Institute greets you! 💐  

The eyebrow embroidery service ranges from 599,000 VND to 12,000,000 VND depending on the technology. We currently offer a massive discount starting at 599k for early registrations.  

Could you please share your phone number so our specialists can contact you for detailed advice and secure the offer? 💌  
[Customer]: Binh Duong branch, please.  
[Business]: DIVA Beauty Institute has a branch in Binh Duong: No. 37, Khanh Hoa Hamlet, Tan Phuoc Khanh Ward, Tan Uyen City, Binh Duong Province.  

Would you like further consultation about the eyebrow embroidery service? 💐  
[Customer]: I’ve never had eyebrow tattooing before.  
[Business]: DIVA Beauty Institute greets you! 💐  

For first-time clients, it’s ideal to choose a suitable technology. Our experts will design your eyebrow shape based on golden facial ratios and only proceed once you’re fully satisfied.  

Could you share your phone number so our specialists can contact you to:  
1. Analyze your skin condition and current eyebrow shape.  
2. Recommend the best technology (Microblading, Ombre, Powder).  
3. Secure the exclusive offer starting at 599k for new clients. 💌  

We look forward to accompanying you on your beauty journey!  
[Customer]: I’m busy working and can’t answer calls.  
[Business]: We will message you via Zalo for convenience! Please share your phone number so our specialist can send a consultation plan via message.  
[Customer]: Can I message via Zalo?  
[Business]: Yes, absolutely! Please share your Zalo number so our team can send detailed advice via message. 💌 Alternatively, you may leave your phone number for multi-channel support!"
0:1:6557507991079206914:6935695071677367298,1,,,,
0:1:6557507991079206914:6935695071677367298,6,"[客户]: 地址在哪里啊？  
[商家]: 我们在全国有90个分支机构，您目前在哪个区域呢？","[Customer]: Where is the address huh?  
[Business]: We have 90 branches nationwide. Which area are you located in?","翻译:
[Customer]: 地址在哪儿啊？
[Business]: DIVA Beauty Institute 您好！我们在全国有90家分店。您所在哪个区域，以便我们为您提供最近的地址呢？您可以留下电话号码，以便我们为您提供更详细的咨询哦！","[Customer]: Where is the address?  
[Business]: DIVA Beauty Institute greets you! We have 90 branches nationwide. Which area are you in so we can provide the nearest address? Please leave your phone number for more specific consultation!"
0:1:6557507991079206914:6935695071677367298,8,"翻译:
[客户]: 地址在哪里啊？  
[商家]: 我们在全国有90家分店，您目前在哪个区域呢？  
[客户]: 做眉毛的价格是多少啊？  
[商家]: DIVA的眉毛服务价格根据技术不同，从599.000đ到12.000.000đ不等。目前为提早预约的客户提供599k起的眉毛优惠活动。  

您方便留下电话号码吗？我们的顾问将为您详细解说并通知促销信息。","[Customer]: Where is your address?  
[Business]: We have 90 branches nationwide. Which area are you in?  
[Customer]: What’s the price for eyebrow embroidery?  
[Business]: The price for eyebrow embroidery at DIVA ranges from 599,000 VND to 12,000,000 VND depending on the technology. Currently, there is a promotion for eyebrow embroidery starting from 599k VND for early-registered customers.  

Could you please leave your phone number so our specialist can provide detailed consultation and inform you about the promotional program?","[客户]: 地址在哪里呀？  
[商家]: DIVA Beauty Institute 敬候您！我们在全国有90家分院。您所在地区是哪里以便我们提供最近地址呢？您可以留下电话号码以获得更具体的咨询哦！  
[客户]: 做眉毛的价格是多少呀？  
[商家]: DIVA Beauty Institute 敬候您！当前做眉毛价格优惠从599.000đ起（原价3.000.000đ）。为获得适合技术的具体咨询并预约保留优惠，您可以提供电话号码给我们吗？","[Customer]: Where is your location?  
[Business]: DIVA Beauty Institute greets you! We have 90 branches nationwide. Which area are you in so we can provide the nearest address? Could you please leave your phone number for more detailed consultation!  
[Customer]: What’s the price for eyebrow embroidery?  
[Business]: DIVA Beauty Institute greets you! The current promotional price for eyebrow embroidery starts from 599,000đ (original price 3,000,000đ). To receive specific advice on suitable techniques and reserve the discount, may we ask for your phone number?"
0:1:6557507991079206914:6935695071677367298,11,"[Customer]: 地址在哪里啊？  
[Business]: 我们在全国有90家分店，您目前在哪个区域呢？  
[Customer]: 做眉毛的价格是多少啊？  
[Business]: DIVA的眉毛服务价格根据技术不同，从599,000đ到12,000,000đ不等。目前为提前预约的客户提供599,000đ起的眉毛服务优惠。  

您可以留下电话号码，让顾问详细解答并通知促销活动吗？  
[Customer]: 我想问一下做眉毛的价格啊  
[Business]: DIVA的眉毛服务价格根据技术不同，从599,000đ到12,000,000đ不等。目前我们为提前预约的客户提供大幅折扣优惠。","[Customer]: Where is the address?  
[Business]: We have 90 branches nationwide. Which area are you in?  
[Customer]: How much is the eyebrow embroidery service?  
[Business]: The price for eyebrow embroidery at DIVA ranges from 599,000đ to 12,000,000đ depending on the technology. We currently offer eyebrow embroidery services starting at 599k for early registrations.  

Could you please share your phone number so our consultants can provide detailed advice and notify you about the promotion?  
[Customer]: I want to ask about the price of eyebrow embroidery.  
[Business]: The price for eyebrow embroidery at DIVA ranges from 599,000đ to 12,000,000đ depending on the technology. We are currently offering significant discounts for early registrations.","[顾客]: 地址在哪里啊？  
[商家]: DIVA美容院欢迎您！我们在全国有90家分院。您现在在哪个区域呢？我们可以为您推荐最近的分院地址。您也可以留下电话号码获取更详细的咨询哦！  

[顾客]: 做眉毛的价格是多少啊？  
[商家]: DIVA美容院欢迎您！目前纹眉优惠价599,000đ起（原价3,000,000đ）。如需了解适合的技术方案并预约保留优惠，可以留下您的电话号码吗？  

[顾客]: 我想问一下做眉毛的价格啊？  
[商家]: DIVA美容院欢迎您！当前纹眉优惠价599,000đ起（原价3,000,000đ）。我们采用欧洲进口有机色乳的纹绣技术，确保颜色自然并维持3-5年效果。","[Customer]: Where is the location?  
[Business]: DIVA Beauty Institute respectfully greets you! We have 90 branches nationwide. Could you share your area so we can provide the nearest location? You may also leave your phone number for further consultation!  
[Customer]: How much is eyebrow embroidery?  
[Business]: DIVA Beauty Institute respectfully greets you! The current promotional price for eyebrow embroidery starts at 599,000đ (original price 3,000,000đ). To advise on suitable techniques and reserve the promotion, could you share your phone number?  
[Customer]: I want to ask about eyebrow embroidery pricing.  
[Business]: DIVA Beauty Institute respectfully greets you! The promotional price for eyebrow embroidery starts at 599,000đ (original price 3,000,000đ). Our embroidery technology uses organic ink imported from Europe, ensuring natural color and long-lasting results for 3-5 years."
0:1:6557507991079206914:6935695071677367298,12,"翻译:
[顾客]: 你们地址在哪里啊？
[商家]: 我们在全国有90家分店，您目前所在的是哪个区域呢？
[顾客]: 做眉毛的价格是多少啊？
[商家]: DIVA的眉毛制作价格根据技术不同从599,000đ到12,000,000đ不等。现在提前预约的客户可享受599k起的眉毛优惠价。

方便留下联系电话吗？我们的顾问将为您详细说明并通知最新促销活动。
[顾客]: 我想问下做眉毛的价格
[商家]: DIVA的眉毛制作价格根据技术不同从599,000đ到12,000,000đ不等。目前我们为提前预约的客户提供深度折扣优惠。
[顾客]: 从来没做过眉毛呢
[商家]: 太好了！您之前没有做过任何眉毛处理的话，我们的Master会根据您的面部黄金比例设计专属眉形。您可以发送现在的眉毛照片过来，我们会为您提供更精准的眉形建议哦！","[Customer]: Where is the address?  
[Business]: We have 90 branches nationwide, which area are you in?  
[Customer]: How much is eyebrow embroidery?  
[Business]: Eyebrow embroidery prices at DIVA range from 599,000 VND to 12,000,000 VND depending on the technique. We currently offer eyebrow embroidery starting at 599k for early-registration customers.  

Could you share your phone number so our specialist can advise details and notify you about promotions?  
[Customer]: I want to ask about eyebrow prices.  
[Business]: Eyebrow embroidery prices at DIVA range from 599,000 VND to 12,000,000 VND depending on the technique. We are currently running a deep discount promotion for early-registration customers.  
[Customer]: I’ve never done this before.  
[Business]: How wonderful that you’ve never had eyebrow embroidery before! With no prior treatments, our Master will design a shape following the golden ratio to complement your facial features. Could you send a photo of your current eyebrows so we can advise you on the most suitable shape?","[顾客]: 地址在哪里啊？  
[商家]: DIVA Beauty Institute 尊敬的客户您好！我们在全国有90家分店。请问您所在区域是哪里？我们可以为您推荐最近的分店。您也可以留下电话号码以便我们提供更详细的咨询哦！  
[顾客]: 纹眉的价格是多少啊？  
[商家]: DIVA Beauty Institute 尊敬的客户您好！目前纹眉优惠价仅需599,000越南盾（原价3,000,000越南盾）。如需了解适合您的技术方案并预约锁定优惠，请提供您的电话号码以便联系！  
[顾客]: 我想问一下纹眉的价格啊  
[商家]: DIVA Beauty Institute 尊敬的客户您好！目前纹眉优惠价仅需599,000越南盾（原价3,000,000越南盾）。我们采用欧洲进口有机色乳的纹绣技术，确保颜色自然且效果持久3-5年。  
[顾客]: 从来没做过纹眉呢  
[商家]: DIVA Beauty Institute 尊敬的客户您好！首次尝试纹眉的客户无需任何前期护理。  

我们的专家将根据您的面部黄金比例设计专属眉形。您可发送现有眉形照片，由首席技师为您推荐最合适的设计方案！  

目前纹眉特惠活动价仅需599,000越南盾（原价3,000,000越南盾）。","[Customer]: Where is the address?  
[Business]: DIVA Beauty Institute greets you! We have 90 branches nationwide. Which area are you in so we can provide the nearest address? You can leave your phone number for more detailed consultation!  

[Customer]: How much is eyebrow microblading?  
[Business]: DIVA Beauty Institute greets you! The current promotional price for eyebrow microblading starts from VND 599,000 (original price VND 3,000,000). To receive specific advice on suitable techniques and reserve the promotion, could you share your phone number?  

[Customer]: I want to ask about the price for eyebrow services.  
[Business]: DIVA Beauty Institute greets you! The promotional price for eyebrow services starts from VND 599,000 (original price VND 3,000,000). Our microblading technology uses organic ink imported from Europe, ensuring natural color and lasting results for 3-5 years.  

[Customer]: I’ve never done this before.  
[Business]: DIVA Beauty Institute greets you! For first-time clients, this is advantageous as no prior treatment is needed.  

Our experts will design eyebrow shapes based on the golden ratio of your facial features. You can send a photo of your current eyebrows for our Master to recommend the most suitable style!  

We currently offer eyebrow services starting at just VND 599k instead of the usual VND 3 million."
0:1:6557507991079206914:6935695071677367298,19,"[客户]: 地址在哪里呀？  
[商家]: 我们在全国有90家分店，您所在哪个区域呢？  

[客户]: 做眉毛的价格是多少呀？  
[商家]: DIVA的眉毛服务价格从599,000越南盾到12,000,000越南盾不等，具体取决于技术类型。目前为提前预约的客户提供599k起做眉毛的优惠。  

您可以留下电话号码，让专员详细咨询并通知促销活动吗？  

[客户]: 我想问做眉毛的价格呀  
[商家]: DIVA的眉毛服务价格从599,000越南盾到12,000,000越南盾不等，具体取决于技术类型。目前我们为提前预约的客户提供大幅折扣优惠。  

[客户]: 我还没做过眉毛呢！  
[商家]: 太棒了，您从未做过眉毛！若之前未进行过护理，大师会根据您的面部黄金比例设计眉形。您可以发送当前眉毛的照片，我们会为您推荐更合适的眉形哦！  

[客户]: 做眉毛的价格到底多少呀？  
[商家]: DIVA的眉毛服务价格从599,000越南盾到12,000,000越南盾不等，具体取决于技术类型。目前为提前预约的客户提供599k起的优惠。  

您可以留下电话号码，让专员联系您详细咨询并通知促销活动哦？","[Customer]: Where is your address?  
[Business]: We have 90 branches nationwide. Which area are you in?  
[Customer]: How much does eyebrow microblading cost?  
[Business]: The price for eyebrow microblading at DIVA ranges from 599,000đ to 12,000,000đ depending on the technique. We currently offer an early-bird promotion starting at 599k.  

Could you share your phone number so our specialist can provide detailed advice and notify you about promotions?  
[Customer]: I want to ask about the price for eyebrow services.  
[Business]: The price for eyebrow microblading at DIVA ranges from 599,000đ to 12,000,000đ depending on the technique. We are currently running a deep discount for early registrations.  
[Customer]: I’ve never done this before.  
[Business]: That’s great that this is your first time! If you haven’t had prior treatments, our Master will design a shape that matches the golden ratio of your face. Could you send a photo of your current eyebrows for a more tailored consultation?  
[Customer]: What’s the price for eyebrow microblading?  
[Business]: The price for eyebrow microblading at DIVA ranges from 599,000đ to 12,000,000đ depending on the technique. We currently offer an early-bird promotion starting at 599k.  

Could you share your phone number so our specialist can contact you with detailed advice and promotions?","[顾客]: 地址在哪里啊？  
[商家]: DIVA Beauty Institute 您好！我们在全国有90家分店。您所在哪个区域，我们可以提供最近的分店地址呢？您可以留下电话号码以获取更详细的咨询哦！  

[顾客]: 做眉毛的价格是多少啊？  
[商家]: DIVA Beauty Institute 您好！目前纹眉价格优惠仅需599,000đ（原价3,000,000đ）。如需根据技术方案提供具体咨询并预约保留优惠，可以留下您的电话号码吗？  

[顾客]: 我想问一下纹眉的价格呀  
[商家]: DIVA Beauty Institute 您好！目前纹眉优惠价从599,000đ起（原价3,000,000đ）。我们的纹绣技术采用欧洲进口有机颜料，确保颜色自然且效果持久3-5年。  

[顾客]: 我从来没做过呢  
[商家]: DIVA Beauty Institute 您好！对于首次尝试纹眉的客户，这是非常合适的时机，因为您无需进行前期处理。  

我们的专家将根据您的面部黄金比例设计眉形。您可以发送当前眉毛状态的照片，由大师为您推荐最适合的眉形哦！  

目前我们正在推出纹眉优惠，仅需599,000đ即可体验（原价3,000,000đ）。  

[顾客]: 纹眉单根丝的价格是多少呀？  
[商家]: DIVA Beauty Institute 您好！目前仿真丝雾眉技术特别优惠价仅599,000đ起（原价3,000,000đ）。  

我们将根据您的脸型和风水运势设计专属眉形。您需要参考其他客户的纹眉效果图吗？","[Customer]: Where is the address, huh?  
[Business]: DIVA Beauty Institute greets you! We have 90 branches nationwide. Which area are you in so we can provide the nearest address? You can leave your phone number for more detailed consultation!  

[Customer]: How much is eyebrow embroidery?  
[Business]: DIVA Beauty Institute greets you! Eyebrow embroidery is currently discounted from VND 599,000 (original price VND 3,000,000). To receive specific advice on suitable techniques and lock in the promotion, could you share your phone number?  

[Customer]: I want to ask about eyebrow embroidery pricing.  
[Business]: DIVA Beauty Institute greets you! Eyebrow embroidery is currently discounted from VND 599,000 (original price VND 3,000,000). Our technique uses European-imported organic pigments, ensuring natural color lasting 3-5 years.  

[Customer]: I've never done it before.  
[Business]: DIVA Beauty Institute greets you! For first-time clients, this is advantageous as no prior treatment is needed.  

Our experts will design brows according to your facial golden ratio. You can send current brow photos for a Master consultation on the most suitable shape!  

We currently offer eyebrow embroidery from just VND 599k instead of the usual VND 3 million.  

[Customer]: How much is eyebrow embroidery?  
[Business]: DIVA Beauty Institute greets you! Our eyebrow embroidery service has a special promotion from VND 599,000 (original VND 3,000,000).  

We'll design brows matching your face structure and feng shui. Would you like to see reference images of beautiful brow designs?"
0:1:6557507991079206914:6935695071677367298,21,"[顾客]: 地址在哪里啊？  
[商家]: 我们在全国有90家分店，您所在的是哪个区域呢？  
[顾客]: 纹眉的价格是多少啊？  
[商家]: DIVA的纹眉价格根据技术不同，从599.000đ到12.000.000đ不等。目前为提前预约的客户提供599千起的纹眉优惠。  

您可以留下电话号码，让专家详细咨询并通知促销活动吗？  
[顾客]: 我想问纹眉的价格啊  
[商家]: DIVA的纹眉价格根据技术不同，从599.000đ到12.000.000đ不等。目前为提前预约的客户提供大幅折扣。  
[顾客]: 从来没做过纹眉啊  
[商家]: 您从未做过纹眉真是太好了！若未接受过前期处理，专家将根据您的面部黄金比例设计眉形。您可以发送当前眉毛照片，我们会为您推荐更合适的眉型哦！  
[顾客]: 纹眉的价格具体多少啊  
[商家]: DIVA的纹眉价格根据技术不同，从599.000đ到12.000.000đ不等。目前为提前预约的客户提供599千起的优惠。  

请留下电话号码，专家将联系您具体咨询并通知促销活动好吗？  
[顾客]: 这个纹眉是做什么的啊  
[商家]: DIVA的纹眉服务采用Alphatech激光技术结合欧洲进口有机颜料，打造符合面部黄金比例的眉型。  

由5年经验专家操作，过程无痛无肿胀。您可以发送当前眉毛照片，专家将为您推荐最适合的眉型！","[Customer]: Where is the address?  
[Business]: We have 90 branches nationwide. Which area are you in?  

[Customer]: How much does eyebrow embroidery cost?  
[Business]: The price for eyebrow embroidery at DIVA ranges from 599,000 VND to 12,000,000 VND depending on the technique. We are currently offering a special price from 599k for early registrations.  

Could you leave your phone number for our specialist to provide detailed advice and notify you about promotions?  

[Customer]: I want to ask about the price for eyebrow embroidery.  
[Business]: The price for eyebrow embroidery at DIVA ranges from 599,000 VND to 12,000,000 VND depending on the technique. We are currently offering a significant discount for early registrations.  

[Customer]: I’ve never had this done before.  
[Business]: It’s wonderful that this is your first time! If you haven’t had prior treatments, our Master will design a shape that matches the golden ratio of your face. Could you share a photo of your current eyebrows for a more tailored consultation?  

[Customer]: How much is the eyebrow embroidery service?  
[Business]: The price for eyebrow embroidery at DIVA ranges from 599,000 VND to 12,000,000 VND depending on the technique. We are currently offering a promotion starting at 599k for early registrations.  

Could you share your phone number for our specialist to contact you with detailed advice and promotional updates?  

[Customer]: What exactly does eyebrow embroidery involve?  
[Business]: DIVA’s eyebrow embroidery service uses Alphatech Laser technology combined with organic ink imported from Europe to create brows that align with your facial golden ratio.  

The process is painless and non-swelling, performed by experts with 5+ years of experience. Please share a photo of your current brows so our Master can recommend the most suitable shape!","[顾客]: 你们地址在哪里啊？  
[商家]: DIVA美容院您好！我们在全国有90家分店。您现在在哪个区域？我们可以提供最近的分店地址。您可以留下电话号码以便我们提供更详细的咨询哦！  

[顾客]: 做眉毛的价格是多少啊？  
[商家]: DIVA美容院您好！目前纹眉服务正在特惠促销，价格从599,000越南盾起（原价3,000,000越南盾）。如需了解适合的技术细节并预约锁定优惠，可以留下您的电话号码吗？  

[顾客]: 我想问一下做眉毛的价格啊  
[商家]: DIVA美容院您好！目前纹眉服务特惠价从599,000越南盾起（原价3,000,000越南盾）。我们采用欧洲进口有机色乳的纹绣技术，确保颜色自然持久3-5年。  

[顾客]: 我从来没做过这个啊  
[商家]: DIVA美容院您好！对于首次尝试纹眉的顾客，我们的服务非常便捷，无需任何前置护理。  

我们的专家会根据您的面部黄金比例设计眉形。您可以发送当前眉毛状态的照片，由首席设计师为您推荐最适合的眉形哦！  

目前纹眉服务特惠价仅需599,000越南盾（原价3,000,000越南盾）。  

[顾客]: 做眉毛的具体价格是多少啊  
[商家]: DIVA美容院您好！纹眉技术当前特别优惠价从599,000越南盾起（原价3,000,000越南盾）。  

我们将根据您的面部特征和运势设计专属眉形。需要为您展示参考眉形案例图片吗？  

[顾客]: 这个眉毛服务具体做什么的啊  
[商家]: DIVA美容院您好！我们的纹眉服务采用欧洲进口有机色乳的先进纹绣技术。  

流程包含：  
1. 首席设计师按面部黄金比例设计眉形  
2. 非侵入式轻薄自然纹绣  
3. 承诺色彩持久3-5年  

目前针对新客户有特别优惠。需要查看客户案例图片参考吗？","[Customer]: Where is the address?  
[Business]: DIVA Beauty Institute greets you! We have 90 branches nationwide. Which area are you in so we can provide the nearest address? You can leave your phone number for more detailed consultation!  

[Customer]: How much is eyebrow embroidery?  
[Business]: DIVA Beauty Institute greets you! The price for eyebrow embroidery is currently discounted from 599,000đ (original price 3,000,000đ). To receive tailored advice on suitable techniques and reserve the discount, could you share your phone number?  

[Customer]: I want to ask about the price for eyebrow embroidery.  
[Business]: DIVA Beauty Institute greets you! The price for eyebrow embroidery is currently discounted from 599,000đ (original price 3,000,000đ). Our embroidery technology uses organic ink imported from Europe, ensuring natural color and lasting results for 3-5 years.  

[Customer]: I’ve never done this before.  
[Business]: DIVA Beauty Institute greets you! For first-time clients, this is advantageous as no prior treatment is needed.  

Our experts will design your eyebrow shape based on your facial golden ratio. You can send a photo of your current eyebrows for our Master to recommend the most suitable design!  

We currently offer eyebrow embroidery starting at just 599k instead of the usual 3 million.  

[Customer]: How much is the eyebrow embroidery service?  
[Business]: DIVA Beauty Institute greets you! The price for eyebrow embroidery is specially discounted from 599,000đ (original price 3,000,000đ).  

We will design a shape that complements your face and aligns with your aesthetics. Would you like to see reference images of our eyebrow styles?  

[Customer]: What does eyebrow embroidery involve?  
[Business]: DIVA Beauty Institute greets you! Our eyebrow service uses modern embroidery technology with European organic ink.  

The process includes:  
1. Master designs the eyebrow shape based on your facial golden ratio.  
2. Natural, non-invasive pigment layering.  
3. Commitment to color longevity (3-5 years).  

We currently have special offers for new clients. Would you like to see before-and-after photos for reference?"
0:1:6550043587438280705:6935695071677367298,2,,,,
